=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:33:41: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrBEAYBp1SAIKQIywVATKxBmLUAsekArEQGxEDsRAHEQJxFIzwDeoA7qAFxxIB0lYgF94iJCgC6kAFDB2XXgPQixSaFnUo1kTDtw7CO0joo7qOujsY7mqBTz79VCLVNnzQAD0fhnYxScVUQR0DTEw7VDdLDCDaKNok2izaItoq2ibOAclZxDQSJhpOXYfPKEAxwEXUGxkAB0AO2bmqBYczkcyfmCxeuJWlqb2+y682vr6IbaNEs9yp0qEAE9fXuIqvL6EeqQZkeQsevQDqCjcuHQNgvr8M6O2cavBScgyB6i6yBpP48hpsNZlJJEA
13:33:43: [INFO] Add D32 footprint
13:33:43: [INFO] Add SW33 footprint
13:33:43: [INFO] Add D33 footprint
13:33:43: [INFO] Add SW34 footprint
13:33:43: [INFO] Add D34 footprint
13:33:43: [INFO] Add SW35 footprint
13:33:43: [INFO] Add D35 footprint
13:33:43: [INFO] Add SW36 footprint
13:33:43: [INFO] Add D36 footprint
13:33:43: [INFO] Add SW36a footprint
13:33:43: [INFO] Add SW37 footprint
13:33:43: [INFO] Add D37 footprint
13:33:43: [INFO] Add SW38 footprint
13:33:43: [INFO] Add D38 footprint
13:33:43: [WARNING] No stabilizer footprint for width 2.25u, using 2u as fallback
13:33:43: [INFO] Add ST38 footprint
13:33:43: [INFO] Add SW39 footprint
13:33:43: [INFO] Add D39 footprint
13:33:43: [INFO] Add ST39 footprint
13:33:43: [INFO] Add SW40 footprint
13:33:43: [INFO] Add D40 footprint
13:33:43: [WARNING] No stabilizer footprint for width 2.75u, using 2u as fallback
13:33:43: [INFO] Add ST40 footprint
13:33:44: [INFO] Add SW41 footprint
13:33:44: [INFO] Add D41 footprint
13:33:44: [INFO] Add SW42 footprint
13:33:44: [INFO] Add D42 footprint
13:33:44: [INFO] Add SW42a footprint
13:33:44: [INFO] Detected layout convertible to matrix annotated keyboard
13:33:44: [INFO] Using key 1U distance: (19.05, 19.05) mm
13:33:44: [INFO] Layout offset: (28575000, 28575000)
13:33:44: [INFO] Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=5.08, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='', start_index=-1)]
13:33:44: [INFO] Placing additional elements for SW42a
13:33:44: [INFO] Placing additional elements for SW42
13:33:44: [INFO] Placing additional elements for SW41
13:33:44: [INFO] Placing additional elements for SW40
13:33:44: [INFO] Placing additional elements for SW39
13:33:44: [INFO] Placing additional elements for SW38
13:33:44: [INFO] Placing additional elements for SW37
13:33:44: [INFO] Placing additional elements for SW36a
13:33:44: [INFO] Placing additional elements for SW36
13:33:44: [INFO] Placing additional elements for SW35
13:33:44: [INFO] Placing additional elements for SW34
13:33:44: [INFO] Placing additional elements for SW33
13:33:44: [INFO] Placing additional elements for SW32
13:33:44: [INFO] Placing additional elements for SW31
13:33:44: [INFO] Placing additional elements for SW30
13:33:44: [INFO] Placing additional elements for SW29
13:33:44: [INFO] Placing additional elements for SW28
13:33:44: [INFO] Placing additional elements for SW27
13:33:44: [INFO] Placing additional elements for SW26
13:33:44: [INFO] Placing additional elements for SW25
13:33:44: [INFO] Placing additional elements for SW24
13:33:44: [INFO] Placing additional elements for SW23
13:33:44: [INFO] Placing additional elements for SW22
13:33:44: [INFO] Placing additional elements for SW21
13:33:44: [INFO] Placing additional elements for SW20
13:33:44: [INFO] Placing additional elements for SW19
13:33:44: [INFO] Placing additional elements for SW18
13:33:44: [INFO] Placing additional elements for SW17
13:33:44: [INFO] Placing additional elements for SW16
13:33:44: [INFO] Placing additional elements for SW15
13:33:44: [INFO] Placing additional elements for SW14
13:33:44: [INFO] Placing additional elements for SW13
13:33:44: [INFO] Placing additional elements for SW12
13:33:44: [INFO] Placing additional elements for SW11
13:33:44: [INFO] Placing additional elements for SW10
13:33:44: [INFO] Placing additional elements for SW9
13:33:44: [INFO] Placing additional elements for SW8
13:33:44: [INFO] Placing additional elements for SW7
13:33:44: [INFO] Placing additional elements for SW6
13:33:44: [INFO] Placing additional elements for SW5
13:33:44: [INFO] Placing additional elements for SW4
13:33:44: [INFO] Placing additional elements for SW3
13:33:44: [INFO] Placing additional elements for SW2
13:33:44: [INFO] Placing additional elements for SW1
13:33:44: [INFO] Routing SW42a with D42
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW42a:2' at (231140000, 90170000) with pad 'D42:2' at (228917500, 97850000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Routing SW42 with D42
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW42:2' at (226377500, 90170000) with pad 'D42:2' at (228917500, 97850000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Routing SW41 with D41
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW41:2' at (212090000, 90170000) with pad 'D41:2' at (214630000, 97850000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(212090000, 90170000), (212090000, 95310000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(212090000, 95310000), (214630000, 97850000)]
13:33:44: [INFO] Routing SW40 with D40
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW40:2' at (176371250, 90170000) with pad 'D40:2' at (178911250, 97850000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(176371250, 90170000), (176371250, 95310000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(176371250, 95310000), (178911250, 97850000)]
13:33:44: [INFO] Routing SW39 with D39
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW39:2' at (152558750, 90170000) with pad 'D39:2' at (155098750, 97850000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(152558750, 90170000), (152558750, 95310000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(152558750, 95310000), (155098750, 97850000)]
13:33:44: [INFO] Routing SW38 with D38
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW38:2' at (128746250, 90170000) with pad 'D38:2' at (131286250, 97850000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(128746250, 90170000), (128746250, 95310000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(128746250, 95310000), (131286250, 97850000)]
13:33:44: [INFO] Routing SW37 with D37
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW37:2' at (97790000, 90170000) with pad 'D37:2' at (100330000, 97850000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(97790000, 90170000), (97790000, 95310000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(97790000, 95310000), (100330000, 97850000)]
13:33:44: [INFO] Routing SW36a with D36
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW36a:2' at (76358750, 90170000) with pad 'D36:2' at (81280000, 97850000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Routing SW36 with D36
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW36:2' at (78740000, 90170000) with pad 'D36:2' at (81280000, 97850000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Routing SW35 with D35
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW35:2' at (250190000, 71120000) with pad 'D35:2' at (252730000, 78800000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(250190000, 71120000), (250190000, 76260000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(250190000, 76260000), (252730000, 78800000)]
13:33:44: [INFO] Routing SW34 with D34
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW34:2' at (226377500, 71120000) with pad 'D34:2' at (228917500, 78800000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(226377500, 71120000), (226377500, 76260000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(226377500, 76260000), (228917500, 78800000)]
13:33:44: [INFO] Routing SW33 with D33
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW33:2' at (207327500, 71120000) with pad 'D33:2' at (209867500, 78800000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(207327500, 71120000), (207327500, 76260000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(207327500, 76260000), (209867500, 78800000)]
13:33:44: [INFO] Routing SW32 with D32
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW32:2' at (188277500, 71120000) with pad 'D32:2' at (190817500, 78800000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(188277500, 71120000), (188277500, 76260000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(188277500, 76260000), (190817500, 78800000)]
13:33:44: [INFO] Routing SW31 with D31
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW31:2' at (169227500, 71120000) with pad 'D31:2' at (171767500, 78800000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(169227500, 71120000), (169227500, 76260000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(169227500, 76260000), (171767500, 78800000)]
13:33:44: [INFO] Routing SW30 with D30
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW30:2' at (150177500, 71120000) with pad 'D30:2' at (152717500, 78800000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(150177500, 71120000), (150177500, 76260000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(150177500, 76260000), (152717500, 78800000)]
13:33:44: [INFO] Routing SW29 with D29
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW29:2' at (131127500, 71120000) with pad 'D29:2' at (133667500, 78800000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(131127500, 71120000), (131127500, 76260000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(131127500, 76260000), (133667500, 78800000)]
13:33:44: [INFO] Routing SW28 with D28
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW28:2' at (112077500, 71120000) with pad 'D28:2' at (114617500, 78800000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(112077500, 71120000), (112077500, 76260000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(112077500, 76260000), (114617500, 78800000)]
13:33:44: [INFO] Routing SW27 with D27
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW27:2' at (93027500, 71120000) with pad 'D27:2' at (95567500, 78800000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(93027500, 71120000), (93027500, 76260000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(93027500, 76260000), (95567500, 78800000)]
13:33:44: [INFO] Routing SW26 with D26
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW26:2' at (73977500, 71120000) with pad 'D26:2' at (76517500, 78800000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(73977500, 71120000), (73977500, 76260000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(73977500, 76260000), (76517500, 78800000)]
13:33:44: [INFO] Routing SW25 with D25
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW25:2' at (52546250, 71120000) with pad 'D25:2' at (55086250, 78800000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(52546250, 71120000), (52546250, 76260000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(52546250, 76260000), (55086250, 78800000)]
13:33:44: [INFO] Routing SW24 with D24
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW24:2' at (259715000, 52070000) with pad 'D24:2' at (262255000, 59750000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(259715000, 52070000), (259715000, 57210000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(259715000, 57210000), (262255000, 59750000)]
13:33:44: [INFO] Routing SW23 with D23
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW23:2' at (235902500, 52070000) with pad 'D23:2' at (238442500, 59750000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(235902500, 52070000), (235902500, 57210000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(235902500, 57210000), (238442500, 59750000)]
13:33:44: [INFO] Routing SW22 with D22
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW22:2' at (216852500, 52070000) with pad 'D22:2' at (219392500, 59750000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(216852500, 52070000), (216852500, 57210000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(216852500, 57210000), (219392500, 59750000)]
13:33:44: [INFO] Routing SW21 with D21
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW21:2' at (197802500, 52070000) with pad 'D21:2' at (200342500, 59750000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(197802500, 52070000), (197802500, 57210000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(197802500, 57210000), (200342500, 59750000)]
13:33:44: [INFO] Routing SW20 with D20
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW20:2' at (178752500, 52070000) with pad 'D20:2' at (181292500, 59750000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(178752500, 52070000), (178752500, 57210000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(178752500, 57210000), (181292500, 59750000)]
13:33:44: [INFO] Routing SW19 with D19
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW19:2' at (159702500, 52070000) with pad 'D19:2' at (162242500, 59750000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(159702500, 52070000), (159702500, 57210000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(159702500, 57210000), (162242500, 59750000)]
13:33:44: [INFO] Routing SW18 with D18
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW18:2' at (140652500, 52070000) with pad 'D18:2' at (143192500, 59750000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(140652500, 52070000), (140652500, 57210000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(140652500, 57210000), (143192500, 59750000)]
13:33:44: [INFO] Routing SW17 with D17
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW17:2' at (121602500, 52070000) with pad 'D17:2' at (124142500, 59750000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(121602500, 52070000), (121602500, 57210000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(121602500, 57210000), (124142500, 59750000)]
13:33:44: [INFO] Routing SW16 with D16
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW16:2' at (102552500, 52070000) with pad 'D16:2' at (105092500, 59750000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(102552500, 52070000), (102552500, 57210000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(102552500, 57210000), (105092500, 59750000)]
13:33:44: [INFO] Routing SW15 with D15
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW15:2' at (83502500, 52070000) with pad 'D15:2' at (86042500, 59750000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(83502500, 52070000), (83502500, 57210000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(83502500, 57210000), (86042500, 59750000)]
13:33:44: [INFO] Routing SW14 with D14
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW14:2' at (64452500, 52070000) with pad 'D14:2' at (66992500, 59750000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(64452500, 52070000), (64452500, 57210000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(64452500, 57210000), (66992500, 59750000)]
13:33:44: [INFO] Routing SW13 with D13
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW13:2' at (43021250, 52070000) with pad 'D13:2' at (45561250, 59750000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(43021250, 52070000), (43021250, 57210000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(43021250, 57210000), (45561250, 59750000)]
13:33:44: [INFO] Routing SW12 with D12
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW12:2' at (257333750, 33020000) with pad 'D12:2' at (259873750, 40700000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(257333750, 33020000), (257333750, 38160000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(257333750, 38160000), (259873750, 40700000)]
13:33:44: [INFO] Routing SW11 with D11
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW11:2' at (231140000, 33020000) with pad 'D11:2' at (233680000, 40700000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(231140000, 33020000), (231140000, 38160000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(231140000, 38160000), (233680000, 40700000)]
13:33:44: [INFO] Routing SW10 with D10
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW10:2' at (212090000, 33020000) with pad 'D10:2' at (214630000, 40700000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(212090000, 33020000), (212090000, 38160000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(212090000, 38160000), (214630000, 40700000)]
13:33:44: [INFO] Routing SW9 with D9
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW9:2' at (193040000, 33020000) with pad 'D9:2' at (195580000, 40700000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(193040000, 33020000), (193040000, 38160000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(193040000, 38160000), (195580000, 40700000)]
13:33:44: [INFO] Routing SW8 with D8
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW8:2' at (173990000, 33020000) with pad 'D8:2' at (176530000, 40700000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(173990000, 33020000), (173990000, 38160000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(173990000, 38160000), (176530000, 40700000)]
13:33:44: [INFO] Routing SW7 with D7
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW7:2' at (154940000, 33020000) with pad 'D7:2' at (157480000, 40700000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(154940000, 33020000), (154940000, 38160000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(154940000, 38160000), (157480000, 40700000)]
13:33:44: [INFO] Routing SW6 with D6
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW6:2' at (135890000, 33020000) with pad 'D6:2' at (138430000, 40700000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(135890000, 33020000), (135890000, 38160000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(135890000, 38160000), (138430000, 40700000)]
13:33:44: [INFO] Routing SW5 with D5
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW5:2' at (116840000, 33020000) with pad 'D5:2' at (119380000, 40700000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(116840000, 33020000), (116840000, 38160000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(116840000, 38160000), (119380000, 40700000)]
13:33:44: [INFO] Routing SW4 with D4
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW4:2' at (97790000, 33020000) with pad 'D4:2' at (100330000, 40700000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(97790000, 33020000), (97790000, 38160000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(97790000, 38160000), (100330000, 40700000)]
13:33:44: [INFO] Routing SW3 with D3
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW3:2' at (78740000, 33020000) with pad 'D3:2' at (81280000, 40700000) using coordinate system rotated by 0 degree(s)
13:33:44: [INFO] Adding track segment (B.Cu): [(78740000, 33020000), (78740000, 38160000)]
13:33:44: [INFO] Adding track segment (B.Cu): [(78740000, 38160000), (81280000, 40700000)]
13:33:44: [INFO] Routing SW2 with D2
13:33:44: [INFO] Using internal autorouter method
13:33:44: [INFO] Routing pad 'SW2:2' at (59690000, 33020000) with pad 'D2:2' at (62230000, 40700000) using coordinate system rotated by 0 degree(s)
